county,fips,latitude,state,longitude,number_of_deaths,total_population,area_per_square_mile,population_density_per_square_mile,minority_percentage,limited_english,multi_unit_housing,mobile_homes,overcrowding_rank,no_vehicle_household,institutionalized_ranker,housing_and_transportation,social_vulnerability,"Less than a high school diploma, 2015-19","High school diploma only, 2015-19","Some college or associate's degree, 2015-19","Bachelor's degree or higher, 2015-19"
Hopkins,21107,37.30884643,Kentucky,-87.54084158,891,-0.169239024,-0.161173152,-0.101460188,-0.368809313,-0.925637655,-0.465063234,0.16711168,-1.21254305,0.295916776,0.175233647,-0.604621175,-0.075490948,-0.103059854,-0.113583434,-0.125640387,-0.139575582
Jackson,21109,37.41977269,Kentucky,-84.00575635,316,-0.270736799,-0.215658614,-0.12751773,-1.726997225,-1.716737784,-0.666621365,1.238715715,-0.343068377,0.64308107,-1.360325528,-0.324809397,0.567241617,-0.118343002,-0.15515513,-0.158069937,-0.153833126
Jefferson,21111,38.18714025,Kentucky,-85.65946308,11968,2.024717708,-0.205891365,0.961781599,0.719264736,0.858897044,1.460975091,-1.545865167,-0.171042536,1.381236562,0.095653068,0.594967932,0.193584054,0.278558505,0.496769605,0.514167343,0.484583581
Jessamine,21113,37.87204436,Kentucky,-84.58093943,735,-0.154919478,-0.263575893,0.015840724,-0.494516149,0.733986497,-0.575349759,-0.926263092,0.205891348,-0.50746143,0.829524409,-0.573800323,0.266307027,-0.101285469,-0.123844892,-0.125341866,-0.121329407
Johnson,21115,37.84665325,Kentucky,-82.83152293,561,-0.240218575,-0.238703971,-0.099604688,-1.680939349,-1.464852054,0.303139451,1.389728602,0.481409597,1.507540867,0.170735614,1.578118474,1.089808126,-0.112484183,-0.146817103,-0.146503272,-0.149144671
Kenton,21117,38.9334101,Kentucky,-84.53334121,2431,0.190699482,-0.266862123,0.418170477,-0.387509504,0.120445161,1.383878242,-1.3872498,-0.196309914,1.045115267,-0.613652094,0.05023535,-0.388546033,-0.042780977,-0.021230312,-0.025719701,-0.029188397
Knott,21119,37.35405476,Kentucky,-82.95414484,378,-0.262965001,-0.213908542,-0.123905606,-1.660853959,-1.290734322,-0.668695719,1.66238116,0.952836549,1.517548586,0.967233411,1.659845676,1.300358449,-0.116208718,-0.157258587,-0.153449157,-0.152839594
Knox,21121,36.89065478,Kentucky,-83.85404641,693,-0.214199813,-0.204279251,-0.103334632,-1.462424159,-1.34957648,-0.409055658,1.539013653,-0.182118647,1.456121901,0.173849637,1.24636144,1.318019743,-0.091610048,-0.136332982,-0.146372931,-0.14771239
Larue,21123,37.54580493,Kentucky,-85.69793401,238,-0.268368661,-0.238821776,-0.118993745,-0.682903254,-0.345130513,-1.423760825,0.338858602,0.104475712,-0.844618006,0.003270396,-0.923218744,0.212284247,-0.124946728,-0.155633619,-0.151666436,-0.15407607
Laurel,21125,37.1106768,Kentucky,-84.11780873,1129,-0.127439852,-0.191084369,-0.072190954,-1.444762868,-1.056053901,-0.487189684,1.399404485,0.476909927,0.772491219,-0.67212652,0.744916571,0.850514914,-0.072200618,-0.097035293,-0.117021098,-0.136714646
Lawrence,21127,38.06787938,Kentucky,-82.73473913,374,-0.263008058,-0.196168307,-0.127800141,-1.665355856,-0.772510401,-0.701885394,1.607435968,0.102052813,1.079279547,-1.464126283,0.246588417,0.497635343,-0.115714903,-0.152312621,-0.154853471,-0.154703373
Lee,21129,37.59481502,Kentucky,-83.71619984,182,-0.290607628,-0.253405357,-0.130675397,-1.553847313,-1.716737784,-0.758930148,1.319232883,-1.103166459,1.477862806,1.509073354,1.193377279,0.974143969,-0.125005316,-0.165582401,-0.160315157,-0.157045788
Leslie,21131,37.09406678,Kentucky,-83.38114463,281,-0.278388652,-0.200252184,-0.133959016,-1.709335934,-1.716737784,-1.275098739,1.711797277,0.215582945,1.59105355,0.275228375,1.226622243,0.935358383,-0.120627941,-0.159556282,-0.158801526,-0.156219053
Letcher,21133,37.12118196,Kentucky,-82.8553167,591,-0.239904874,-0.217674947,-0.110549572,-1.702756237,-1.418741824,-0.429799205,1.441218122,0.519829855,1.264939974,-1.111549718,0.848460781,1.064528236,-0.105830239,-0.146196489,-0.147453496,-0.15151972
Lewis,21135,38.53159509,Kentucky,-83.37807552,316,-0.269847978,-0.177551985,-0.13332099,-1.705180336,-1.716737784,-1.114681977,1.310248135,-0.590896349,0.726593753,-1.094941597,-0.484454483,0.125016679,-0.119146497,-0.154970367,-0.155711195,-0.155432205
Lincoln,21137,37.45536014,Kentucky,-84.66081464,471,-0.236700199,-0.21910943,-0.108207983,-1.072144257,-1.539178991,-1.578991701,1.203467855,0.741352065,0.873603683,-1.200818367,-0.046729128,0.939860281,-0.109697059,-0.139829268,-0.14799588,-0.150544318
Livingston,21139,37.20963304,Kentucky,-88.35372602,213,-0.283051116,-0.224536991,-0.132426799,-1.451342565,-1.529544017,-1.403017278,1.056256208,0.863535408,0.295916776,-1.495958515,-0.434933339,-0.705064117,-0.129106489,-0.160224271,-0.157216417,-0.155646141
Logan,21141,36.8596922,Kentucky,-86.8789243,451,-0.229525048,-0.158366994,-0.122084031,-0.359805518,-0.698871676,-1.032053515,0.260760404,-0.969907005,0.511255265,-0.948582532,-1.048926263,0.171420862,-0.115036954,-0.135319154,-0.146557931,-0.147589105
Lyon,21143,37.01910764,Kentucky,-88.08316566,151,-0.286212733,-0.252025647,-0.127385891,-0.607063592,-0.829287922,-1.535084527,1.214526007,-0.412294068,-1.633502276,1.647820364,-0.459174459,-0.646539439,-0.131542084,-0.161347063,-0.156997782,-0.154511194
McCracken,21145,37.05396515,Kentucky,-88.71265935,1122,-0.111010511,-0.242361633,-0.003021108,0.061295069,-0.712291817,0.655434022,-0.094482727,-1.247848152,0.873603683,0.019878516,0.031535058,-0.161373316,-0.101544931,-0.105870759,-0.09789889,-0.11814938
McCreary,21147,36.73712833,Kentucky,-84.48422744,425,-0.25691856,-0.193065064,-0.125777241,-0.460232467,-0.58290789,-1.501894852,1.474392577,-0.251344337,1.641782329,1.534331538,1.348866745,1.29931955,-0.114476181,-0.15061659,-0.150749848,-0.155374188
McLean,21149,37.52919863,Kentucky,-87.26361653,186,-0.282623621,-0.241329515,-0.128128564,-1.517485831,-1.716737784,-0.917618282,0.928741893,-0.028783742,-0.022949831,-1.30427312,-0.739332538,-0.126397029,-0.131399798,-0.161503401,-0.156375511,-0.155377814
Madison,21151,37.72018975,Kentucky,-84.27800793,1232,-0.043251013,-0.190158874,-0.037954747,-0.482395656,-0.499634192,1.136338583,-0.45318153,-1.316035458,-0.072298235,1.335034087,0.249705132,-0.011425471,-0.079992847,-0.100171528,-0.098184798,-0.096451225
Magoffin,21153,37.70647601,Kentucky,-83.06492388,281,-0.272182285,-0.225833905,-0.125800514,-1.721456428,-1.716737784,-0.43671372,1.722855428,0.981565211,1.517548586,-1.045463237,1.293804774,1.153873603,-0.116116651,-0.15904463,-0.156480624,-0.155522856
Marion,21155,37.5525428,Kentucky,-85.26964064,309,-0.251853206,-0.216264186,-0.117422308,-0.277386159,-0.375755964,-1.120213589,0.20477851,0.454757706,1.246304913,1.074148189,0.917721122,1.062104136,-0.118242565,-0.14644284,-0.152490524,-0.152636537
Marshall,21157,36.88344685,Kentucky,-88.32937861,618,-0.215820604,-0.227821171,-0.091406441,-1.61895168,-1.460378673,-0.552186131,0.843732351,0.020712626,-1.334651105,-0.175266904,-0.673188913,-0.975178019,-0.116710902,-0.133073572,-0.135449559,-0.142726601
Martin,21159,37.8016086,Kentucky,-82.51318429,277,-0.273440166,-0.247658199,-0.118811977,-0.778828305,-0.809673869,-0.565323711,1.677931686,0.851420912,1.288061254,1.568585787,1.702787088,1.255339466,-0.120067169,-0.158480866,-0.15679176,-0.154939065
Mason,21161,38.59519384,Kentucky,-83.82409143,316,-0.258828448,-0.244747864,-0.109128653,-0.419369088,-0.102879756,1.003234157,0.021973436,0.051518059,1.381236562,-0.340310105,1.050008373,0.755628749,-0.124770963,-0.154795079,-0.149332921,-0.15023248
Meade,21163,37.96966439,Kentucky,-86.21702228,447,-0.223392494,-0.226670071,-0.096675425,-0.409672692,-1.070506361,0.00823536,0.882435882,0.513253414,-0.844618006,-1.415685931,-0.520816162,-0.140595324,-0.119966732,-0.141676899,-0.137774665,-0.144967487
Menifee,21165,37.94139389,Kentucky,-83.59886903,143,-0.292302231,-0.254865006,-0.131705368,-1.69825434,-1.716737784,-1.643988148,0.843732351,-1.138471561,1.43196534,-0.679738575,-0.66868699,0.459196057,-0.129357582,-0.164161147,-0.160979473,-0.156628794
Mercer,21167,37.81103975,Kentucky,-84.87446698,403,-0.245966691,-0.242337905,-0.101175337,-0.63130458,-0.088771402,-0.431182108,-0.611796896,0.091322831,-0.454662089,-1.456168226,-1.258438795,-0.2056997,-0.118535506,-0.147835669,-0.146734521,-0.14839771
Metcalfe,21169,36.99053807,Kentucky,-85.62923223,196,-0.281113548,-0.231038457,-0.129869584,-0.919079734,-1.716737784,-0.847090222,0.97055553,-0.995174382,-0.389784468,-0.815371562,-1.003907041,0.350111597,-0.123858661,-0.161276,-0.158124596,-0.155221895
Monroe,21171,36.71216168,Kentucky,-85.71648489,235,-0.278933016,-0.220039449,-0.130984783,-0.970678408,-0.350636212,0.070811726,1.098069845,0.625745161,1.347417376,-0.682852598,1.202381123,1.191273989,-0.12261994,-0.160304809,-0.158637549,-0.154667113
Montgomery,21173,38.0335364,Kentucky,-83.91316181,513,-0.227575179,-0.256586597,-0.071837559,-0.857092066,-0.13591395,0.198384539,0.78982386,0.460295761,0.60788151,-0.646522333,0.701628857,1.156990302,-0.114015846,-0.137801612,-0.142113741,-0.147726894
Morgan,21175,37.92229022,Kentucky,-83.25888689,219,-0.270669137,-0.205710981,-0.129514942,-0.874753357,-1.039536804,-0.379323241,1.648212903,-1.139856075,0.417734864,1.58277189,1.0555492,0.991805262,-0.118686161,-0.154828242,-0.155967672,-0.15405794
Muhlenberg,21177,37.21579775,Kentucky,-87.14203788,576,-0.215811377,-0.181913956,-0.111864165,-0.742466824,-1.222601296,-1.268529949,1.126751926,-0.218462134,0.772491219,0.932979161,0.663189368,0.605680903,-0.105738171,-0.127994955,-0.142584648,-0.148615271
Nelson,21179,37.80516124,Kentucky,-85.46596302,702,-0.173803071,-0.195637207,-0.08925043,-0.541959225,-0.584972527,-0.68425338,-0.252061392,0.572787508,-0.75247798,-0.810873529,-0.964082345,-0.548536575,-0.111722536,-0.119467428,-0.120275405,-0.138284716
Nicholas,21181,38.33555554,Kentucky,-84.01530559,148,-0.290097095,-0.257195043,-0.128913982,-1.464848258,-0.424963149,-0.657632494,1.130898733,0.489024423,1.507540867,-0.540991565,0.950966085,0.868176207,-0.128411801,-0.164431185,-0.16015118,-0.156966015
Ohio,21183,37.47818963,Kentucky,-86.84888822,458,-0.237536736,-0.14863754,-0.126164932,-1.044786571,0.354781476,-0.590561693,1.192755271,0.771119111,-0.62582858,-0.867963945,-0.157199372,0.966525371,-0.115355004,-0.140772034,-0.146881679,-0.150431912
Oldham,21185,38.39948655,Kentucky,-85.44854165,639,-0.115365425,-0.259392136,0.040745736,-0.340066428,-0.88090385,-0.477163637,-1.297056749,-1.069245871,-1.577597091,1.272407632,-1.367523832,-1.612369786,-0.115731643,-0.131443866,-0.108797035,-0.091450932
Owen,21187,38.51967043,Kentucky,-84.82810934,182,-0.278991451,-0.214022057,-0.132132773,-1.213434585,-1.263205827,-1.109150364,1.418065116,1.410418363,-1.14553974,-1.620519422,-0.609123097,0.183541358,-0.125147602,-0.157452825,-0.158238118,-0.155526482
Owsley,21189,37.41921627,Kentucky,-83.683108,133,-0.297816609,-0.256575319,-0.136215613,-0.989378599,-1.716737784,-1.384348086,1.389728602,0.400761667,1.70665995,-0.23789336,0.927763871,1.123052914,-0.130169447,-0.168732849,-0.163174238,-0.156723071
Pendleton,21191,38.69564444,Kentucky,-84.36025893,262,-0.267193818,-0.234495364,-0.119921268,-1.619990579,-1.442829258,-0.501364441,1.098069845,-0.847723661,-1.300486825,-0.306401858,-0.93672451,-0.974139119,-0.124620308,-0.153236436,-0.153882224,-0.153702589
Perry,21193,37.24430894,Kentucky,-83.22147988,805,-0.226261939,-0.217187819,-0.103483781,-1.367538007,-1.459346355,0.100544143,1.571151407,1.097172114,1.62521783,0.315018664,1.69516845,1.385201918,-0.102013636,-0.144798922,-0.141974991,-0.148745808
Pike,21195,37.46911096,Kentucky,-82.39577482,1403,-0.118702346,-0.093391721,-0.104648006,-1.635574071,-1.25116211,-0.024954315,1.629552272,-0.91279581,1.288061254,-0.116792478,0.925686061,0.837355519,-0.056817033,-0.095239775,-0.121662901,-0.138538538
Powell,21197,37.83113456,Kentucky,-83.82373725,327,-0.273720037,-0.261677162,-0.1105419,-1.538610121,-1.265270464,-0.659015398,1.281566053,0.832729976,1.288061254,0.029566587,1.305925333,1.015007354,-0.124427804,-0.158229777,-0.156644601,-0.153698963
Pulaski,21199,37.1038724,Kentucky,-84.57725394,1300,-0.115685277,-0.128942931,-0.095160694,-1.097424144,-0.696807039,-0.435330817,0.97055553,-0.435484674,0.843925622,-0.369028314,0.22892703,0.895880197,-0.073330533,-0.097831196,-0.106963859,-0.131554807
Robertson,21201,38.5188218,Kentucky,-84.05203909,,-0.305077873,-0.283567396,-0.136844174,-1.498785641,-1.716737784,-0.457457267,1.32337969,-1.643126845,-0.261064506,0.481445875,-0.365326697,-0.047786958,-0.136321206,-0.171385857,-0.163317192,-0.157640456
Rockcastle,21203,37.36506452,Kentucky,-84.31601416,332,-0.259861817,-0.223591011,-0.119355054,-1.685094946,-1.553631451,-0.413550093,1.545924998,-0.270381402,1.264939974,-0.021987788,1.03927302,1.054485539,-0.116811339,-0.149673825,-0.153428135,-0.153640947
Rowan,21205,38.19626282,Kentucky,-83.42110736,374,-0.23707541,-0.233759176,-0.100728446,-1.131707827,0.727448479,0.41550033,1.43257894,-1.077899082,0.511255265,1.565125762,1.33362947,0.717189463,-0.119355741,-0.151578306,-0.149803829,-0.145580285
Russell,21207,36.99109772,Kentucky,-85.05865603,391,-0.257429094,-0.241002074,-0.110259755,-1.02712528,0.605634888,-0.884428607,1.335820111,0.897802125,1.264939974,-1.127119831,0.743531364,1.356805329,-0.115614466,-0.151526193,-0.151565527,-0.151849689
Scott,21209,38.29156112,Kentucky,-84.58391975,680,-0.153895336,-0.233218773,-0.047665182,-0.222324487,0.361319494,0.554136368,-0.467695354,0.180623971,-0.62582858,0.469335787,-0.018332388,-0.688441724,-0.111421226,-0.122954239,-0.11691178,-0.121895067
Shelby,21211,38.21545687,Kentucky,-85.19477967,578,-0.173520125,-0.2061234,-0.08315018,0.225441186,1.162398703,0.087406564,-1.07589371,1.079519563,-1.405050226,0.898724912,-0.290525528,-0.322402757,-0.101687217,-0.127649117,-0.122554261,-0.129310296
Simpson,21213,36.74195656,Kentucky,-86.58224654,353,-0.256900107,-0.246388051,-0.106629657,-0.077571161,-0.352700849,-0.689784992,-0.672271165,-1.031863998,-0.1402817,0.035102627,-1.152816774,-0.352184546,-0.124854661,-0.148015695,-0.150804507,-0.15222317
Spencer,21215,38.03252833,Kentucky,-85.32783556,255,-0.257078486,-0.259545851,-0.096004571,-1.116124335,-1.716737784,-0.696353782,-0.299058537,0.010674901,-1.577597091,-1.461704266,-1.545176607,-1.431601252,-0.12778407,-0.151791494,-0.146772362,-0.148974248
Taylor,21217,37.36647503,Kentucky,-85.32794093,407,-0.233959925,-0.237491636,-0.096166926,-0.497632848,-1.299336977,-0.968094246,0.16711168,-0.289072339,1.184533135,1.004601683,0.528824307,0.979684767,-0.120268042,-0.143140791,-0.145338616,-0.146682598
Todd,21219,36.83568579,Kentucky,-87.1792427,225,-0.273480148,-0.207546701,-0.130526919,-0.104236247,-0.017541421,-1.330414864,1.027574126,0.256426102,1.165898073,-0.44826289,0.285027906,0.830775821,-0.122879402,-0.158495078,-0.157094486,-0.154623601
Trigg,21221,36.80636559,Kentucky,-87.87335817,248,-0.26793809,-0.189014695,-0.131063741,-0.310284643,-1.454872974,-1.123325121,0.763560749,-0.221923419,0.567160449,-1.439906107,-0.778810933,0.079997696,-0.127892877,-0.157898151,-0.148639173,-0.152342829
Trimble,21223,38.61303663,Kentucky,-85.33749106,174,-0.284902569,-0.269244229,-0.116941065,-1.526489627,-0.992738362,-0.479583717,1.163036487,0.086823161,0.726593753,-1.517064669,-0.087592729,0.181463558,-0.129591934,-0.160930161,-0.159575159,-0.155453961
Union,21225,37.65846519,Kentucky,-87.94534893,275,-0.265483838,-0.21630865,-0.1245989,0.112893743,-0.896044523,-1.153057539,0.413846694,-0.001439595,0.190318095,1.520145435,0.446058199,0.39513058,-0.130303362,-0.152540022,-0.152751205,-0.154710625
Warren,21227,36.99358047,Kentucky,-86.42381202,1605,0.060522635,-0.161282131,-0.024689892,0.234444981,1.150354986,1.057167379,-0.568600991,1.018947083,0.467083267,1.185214997,1.416049276,0.75251205,-0.060616895,-0.075645412,-0.069257623,-0.067370477
Washington,21229,37.75338172,Kentucky,-85.17477875,199,-0.274857974,-0.228926987,-0.126555099,-0.302666047,-0.1720451,-1.534047349,0.689954925,0.395223612,-0.75247798,0.8008062,-0.281521684,0.301629614,-0.127240037,-0.157666013,-0.157371985,-0.152952001
Wayne,21231,36.80128615,Kentucky,-84.82862764,388,-0.248593172,-0.184377546,-0.1240839,-0.964098712,0.209224558,-1.236723178,1.516206214,0.595978114,1.563791146,-0.62126415,0.894865209,1.266074762,-0.106960154,-0.147167679,-0.150665758,-0.15195847
Webster,21233,37.51844931,Kentucky,-87.683166,253,-0.270816762,-0.219327879,-0.126701863,-0.370887112,-0.177550799,-0.573966855,0.776692304,0.945221723,0.242082154,0.46691377,0.914604406,0.904537694,-0.124963467,-0.153961276,-0.155572446,-0.155247277
Whitley,21235,36.75810029,Kentucky,-84.1451856,899,-0.201584097,-0.190012171,-0.103502484,-1.463463059,-1.311380693,-0.343022034,1.445710496,-0.787151182,0.567160449,1.077262212,0.968627472,0.927739786,-0.102398645,-0.133755774,-0.14185306,-0.141439361
Wolfe,21237,37.73932566,Kentucky,-83.49316895,174,-0.28960809,-0.249719424,-0.130962302,-1.715915631,-1.716737784,-1.196964713,1.684497464,-1.405336598,1.63729611,-0.203985113,0.196720971,1.182616492,-0.126026425,-0.164942837,-0.159638227,-0.156907998
Woodford,21239,38.04238727,Kentucky,-84.7435884,339,-0.233111086,-0.258950399,-0.073649661,-0.151679323,0.967290493,-0.406981303,-1.464311296,-1.382145992,-0.454662089,-0.849279809,-1.625518602,-1.138285259,-0.12455335,-0.148299946,-0.144064643,-0.136112725
Acadia,22001,30.29054537,Louisiana,-92.41199325,1027,-0.119990982,-0.129851206,-0.096079693,0.351148022,0.305574291,-0.336453244,0.812976865,1.162244263,0.873603683,-0.261075528,1.120653921,1.422948605,-0.06565548,-0.093415831,-0.12310085,-0.138669075
Allen,22003,30.65293423,Louisiana,-92.82792612,433,-0.233024972,-0.100315321,-0.130335345,0.657623367,0.809689859,-1.551679364,1.072843436,1.247045734,1.013366644,1.653356404,1.491196746,1.315941944,-0.107838976,-0.136560383,-0.147087701,-0.151207882
Ascension,22005,30.20355091,Louisiana,-90.91130968,1263,0.048045316,-0.230947488,0.075436094,0.705066443,-0.018573739,-0.227549623,0.995781939,0.412876163,-1.181774582,-1.459628251,-0.783312855,-0.595979657,-0.062374541,-0.051919935,-0.065095137,-0.082026884
Assumption,22007,29.90078299,Louisiana,-91.06258978,336,-0.241162755,-0.217467535,-0.111306575,0.833889978,0.18823408,-1.497746142,1.51171384,-0.698888427,0.873603683,-1.20393239,-0.59146171,0.739352654,-0.105001634,-0.141061022,-0.152398024,-0.153147807
Avoyelles,22009,31.07624309,Louisiana,-92.00139077,776,-0.184945622,-0.080777829,-0.121473311,0.850512369,-0.471073379,-0.750287004,0.800882012,0.958374604,1.288061254,1.445062888,1.567383121,1.509869873,-0.084336743,-0.124375494,-0.134074677,-0.14617858
Beauregard,22011,30.64846268,Louisiana,-93.34337325,661,-0.199760323,0.009190439,-0.131529975,0.262841567,-0.077760004,-1.334563574,1.456768648,0.623322262,-0.389784468,-0.241353385,-0.014869371,0.601525305,-0.107905934,-0.129619923,-0.134659107,-0.142592438
Bienville,22013,32.34717654,Louisiana,-93.0559863,286,-0.268992988,-0.086619482,-0.139495571,1.246333069,-0.914970363,-1.225659953,1.559056553,-0.202886354,1.446114183,0.286300455,0.923261949,1.396283514,-0.125674895,-0.154164989,-0.15459279,-0.154134087
Bossier,22015,32.67892987,Louisiana,-93.60505192,1528,0.071760525,-0.078605083,-0.066467183,0.763591113,0.393321369,0.908505293,0.566587418,0.316998582,-0.454662089,0.321592712,0.830799394,0.25972733,-0.065889833,-0.056434787,-0.043160097,-0.082291584
Caddo,22017,32.58007771,Louisiana,-93.88233777,4324,0.466670584,-0.068003824,0.011244249,1.394203094,-0.29489101,1.110063424,-0.299058537,0.097899271,1.456121901,0.058284796,1.181256719,1.047905842,0.042029613,0.090916149,0.042297001,-0.016888908
Calcasieu,22019,30.22927705,Louisiana,-93.3580185,3293,0.294774529,-0.016567536,-0.045950282,0.746968722,-0.237769382,0.656471199,0.62153261,0.345727243,0.567160449,-0.074926174,1.045852753,0.857094611,0.00880174,0.041257514,0.005877351,-0.050824909
